"#property","latitude","longitude","name","address","installationPosition","telephoneNumber","availableDate","startTime","endTime","availableDateNote","equipmentForChildren"
"364","34.34309653512652","134.07087022699278","高松市福岡会館","高松市福岡町三丁目31-18","事務室内","087-822-5939","月火水木金土","9:00","21:00","祝日、12/29～1/3を除く","有"
"365","34.34306","134.04597","高松市防災合同庁舎（危機管理センター）","高松市番町一丁目8-15","１階エントランスホール","087-839-2255","月火水木金","8:30","17:15","祝日、12/29～1/3を除く","有"
"366","34.23933","134.02166","香南歴史民俗郷土館","高松市香南町由佐253-1","受付カウンター後部のボックス","087-861-4520","月火水木金土日","9:00","17:00","開館日のみ利用可","有"
"367","34.23200004604571","133.93545288582584","香川県農業試験場","綾歌郡綾川町北1534-1","香川県農業試験場　総務",,,,,,
"368","34.25001","133.921634","綾川町立滝宮公民館","綾歌郡綾川町滝宮297番地6","玄関入口",,,,,,
"369","34.26615","134.154376","蓮井歯科ファミリークリニック","木田郡三木町大字下高岡693-1","診療室",,,,,,
"370","34.26837779599322","134.13651705797292","JA香川県ふれあいセンター三木","木田郡三木町大字氷上364-1","店舗内壁面",,,,,,
"371","34.24460451045488","134.141846520493","高齢者複合施設ヌーベル三木","木田郡三木町大字上高岡1033-1","2Fスタッフステーション内",,,,,,
"372","34.27181991340943","134.12571465158192","株式会社　たまや三木店","木田郡三木町大字池戸2839-1","ホール内カウンター",,,,,,
"373","34.274165","134.144548","特別養護老人ホーム白山山荘","木田郡三木町大字下高岡2882-1","新館1Fフロア内",,,,,,
"374","34.270536","134.131473","平木コミュニティ会館","木田郡三木町大字平木26-1","事務所",,,,,,
"375","34.262932891647026","134.1365841374233","ダイナム三木店","木田郡三木町大字氷上797","東側出入口　KIRIN自販機内設置",,,,,,
"376","34.294433984734354","134.13027778875187","社会福祉法人朝日園","木田郡三木町大字池戸931-6","事務室",,,,,,
"377","34.26967394630897","134.13190022697535","高松信用金庫　三木支店","木田郡三木町大字平木22-2","三木支店内ロビー",,,,,,
"378","34.267287","134.138127","株式会社マルナカ三木店","木田郡三木町大字氷上482-2","エスカレーター横東側",,,,,,
"379","34.287616590041225","134.1199394350458","グループホームれんげハウス","木田郡三木町大字池戸高尾2074-5","東事務室",,,,,,
"380","34.245393","134.121832","田中公民館","木田郡三木町大字田中3841-1","エントランスホール",,,,,,
"381","34.22800431008007","134.15489354065414","神山公民館","木田郡三木町大字鹿庭1755-1","公民館廊下",,,,,,
"382","34.29932","133.942103","香川県青年センター","高松市国分寺町国分1009","本館事務所・体育館入口",,,,,,
"383","34.265696","133.971307","香川トヨタ自動車株式会社　ルート32中央店","高松市国分寺町福家甲1129-2","ショールーム入口付近",,,,,,
"384","34.288973","133.961589","宮本接骨院","高松市国分寺町新名692-1","施術室",,,,,,
"385","34.253202","133.946296","香川県農業協同組合ふれあいセンター綾南店","綾歌郡綾川町陶4164番地1","事務所前",,,,,,
"389","34.282025","134.123495","あやの歯科医院","木田郡三木町池戸2186-1",,,,,,,
"392","34.346792","134.066031","ホテルマリンパレスさぬき","高松市福岡町二丁目3番4号",,,,,,,
"394","34.319608","134.042605","リコージャパン株式会社","高松市東ハゼ町9番地7",,,,,,,
"395","34.274757","134.124269","阿部歯科医院","木田郡三木町池戸2878",,,,,,,
"396","34.266092","134.16124","医療法人社団ささき歯科医院","木田郡三木町井戸2579-6",,,,,,,
"397","34.27841557375832","134.12024762278685","医療法人社団審美会もり歯科矯正歯科医院","木田郡三木町池戸3267-4",,,,,,,
"398","34.273239","134.123122","一般社団法人木田地区医師会","木田郡三木町大字池戸2991番地2",,,,,,,
"399","34.25297137322799","134.13482741535506","岡沢歯科医院","木田郡三木町田中3744-2",,,,,,,
"400","34.262870941873715","134.15778577854496","学校法人三木学園あおば幼稚園","木田郡三木町井戸2394",,,,,,,
"403","34.32510058539634","134.04849841507905","株式会社四電工","高松市花ノ宮町二丁目3番9号",,,,,,,
"404","34.251526","134.163002","株式会社フジデリカ東四国工場","木田郡三木町井戸1293-1",,,,,,,
"406","34.315603","134.054671","香川県農業協同組合高松市太田支店","高松市伏石町2047-1",,,,,,,
"408","34.34707583826466","134.06315938579672","香川県立武道館","高松市福岡町一丁目5-5",,,,,,,
"424","34.23822400000026","134.145161845889","三木町総合運動公園","木田郡三木町大字上高岡2544-3",,,,,,,
"427","34.350298","134.063999","社会保険診療報酬支払基金香川支部","髙松市朝日町二丁目17番3号",,,,,,,
"428","34.338042","134.047475","損保ジャパン日本興亜株式会社","高松市中新町2-8",,,,,,,
"429","34.257298","133.922363","大陽工機株式会社","綾歌郡綾川町滝宮2457-1",,,,,,,
"431","34.24104641571496","134.15666138907056","特別養護老人ホームみき山荘","木田郡三木町井戸38番地1",,,,,,,
"446","34.3449110676851","134.04642254094728","株式会社アルファリビング高松紺屋町","高松市紺屋町5-3　あなぶきメディカルケア",,,,,,,
"451","34.223429","134.017527","香川県園芸総合センター","高松市香南町岡1164-1",,,,,,,
"454","34.34473228330016","134.05040469940622","高松丸亀町商店街振興組合","高松市丸亀町13-2",,,,,,,
"463","34.324962","134.051008","四電エンジニアリング株式会社","高松市上之町三丁目1番4号",,,,,,,
"464","34.294461","134.074744","四電エンジニアリング株式会社技術開発センター","高松市林町2217-4",,,,,,,
"465","34.256011313893836","134.02912778482232","社会福祉法人高松市社会福祉協議会香川支所","高松市香川町大野450番地",,,,,,,
"466","34.2388868866701","134.00739281150248","社会福祉法人高松市社会福祉協議会香南支所","高松市香南町横井1028番地",,,,,,,
"467","34.297611","133.965356","社会福祉法人高松市社会福祉協議会国分寺支所","高松市国分寺町新居1151151番地１",,,,,,,
"468","34.344448","134.064212","社会福祉法人高松市社会福祉協議会本所","高松市福岡町二丁目24番10号",,,,,,,
"469","34.340286","134.137202","社会福祉法人高松市社会福祉協議会牟礼支所","高松市牟礼町牟礼216番地1",,,,,,,
"470","34.355095","134.058876","出光興産株式会社高松油槽所","高松市朝日町四丁目29-1",,,,,,,
"474","34.299172","134.089169","創心会リハビリ倶楽部高松中央","高松市六条町168-3",,,,,,,
"475","34.344591","134.049056","損害保険ジャパン日本興亜株式会社","高松市紺屋町1-6",,,,,,,
"476","34.285472","134.097105","富士道路施設株式会社","高松市小村町328-2",,,,,,,
"477","34.24136024871851","134.0340801343434","高松市香川総合センター","高松市香川町川東上1865-13","正面入口入ってすぐのロビー","087-879-3211","月火水木金","8:30","17:00","祝日、12/29～1/3を除く","有"
"478","34.29719811210933","133.96043374717","高松市国分寺総合センター","高松市国分寺町新居1298","１階４番窓口","087-874-1111","月火水木金","8:30","17:15","祝日、12/29～1/3を除く","有"
"479","34.33590","134.07822","高松市木太北部会館","高松市木太町2541-2","玄関横","087-862-9229","月火水木金土","9:00","21:00","祝日、12/29～1/3を除く","有"
"480","34.22249633501997","134.01918741502203","香南アグリーム","高松市香南町岡1270-13","正面入口横1階事務所内","087-879-8741","月火木金土日","9:00","17:00","年末年始及び臨時休業日を除く","有"
"481","34.35653","134.00379","香東川浄化センター","高松市香西本町762","正面玄関","087-842-5421","月火水木金","7:00","20:00","祝日、12/29～1/3を除く","有"
"482","34.35267865893918","134.1214837471702","牟礼浄化苑","高松市牟礼町牟礼2633-3","正面玄関","087-843-8580","月火水木金","7:30","19:00","祝日、12/29～1/3を除く","有"
"483","34.18171","134.07474","塩江小学校","高松市塩江町安原上231-1","小学校校舎運動場出入口（屋外）西側壁面","087-893-0171",,,,"学校開校日に随時",
"484","34.3030048","134.028818","JSSセンコースイミングスクール","高松市鹿角町903-3",,,,,,,
"485","34.304334","134.092414","香川中央自動車学校","高松市東山崎町200-1",,,,,,,
"486","34.31137","134.035319","T・D・S高松自動車学校","高松市上天神町646番地",,,,,,,
"487","34.34619553245487","134.0852010959269","銀星自動車学校","高松市屋島西町2366番地8",,,,,,,
"488","34.298808","134.01361","ハッピードライビングスクール","高松市成合町931番地1",,,,,,,
"491","34.333409","134.052296","フィンズスイミングスクール栗林","高松市藤塚町三丁目12‐8",,,,,,,
"492","34.30044119313848","134.06143532367116","フィンズスイミングスクール多肥","高松市多肥下町577‐1",,,,,,,
"494","34.254515","134.034247","WAM オールアスリートステーション","高松市香川町浅野998番地",,,,,,,
"495","34.36351","133.959837","香川県総合運動公園","高松市生島町614",,,,,,,
"496","34.308531","133.980654","香川県立総合水泳プール","高松市御厩町1585‐1",,,,,,,
"497","34.212023","134.016963","さぬきこどもの国","高松市香南町由佐3209",,,,,,,
"498","34.329787","134.056563","株式会社フジ　フジ楠上店","高松市楠上町二丁目3‐15",,,,,,,
"499","34.347794","134.050388","四国電力株式会社　本店","高松市丸の内2‐5",,,,,,,
"500","34.29215","134.091072","ピナクルジム","高松市下田井町372‐1",,,,,,,
"502","34.219023","134.018408","高松空港株式会社","高松市香南町岡1312-7",,,,,,,
"503","34.347299","134.043015","香川県歯科医療専門学校","高松市錦町二丁目8-37",,,,,,,
"504","34.345046","134.068793","四国クリエイト協会","高松市福岡町三丁目11-22",,,,,,,
"505","34.338701","134.065245","在宅療養ネットワーク","高松市松島町二丁目12-8",,,,,,,
"506","34.34279810032494","134.03482116751337","かがやきの季　昭和町","高松市昭和町一丁目7-23　",,,,,,,
"507","34.25549","134.056435","障害者支援施設　ウインドヒル","高松市三谷町3851",,,,,,,
"508","34.340076","134.083221","プロスパークラブサンダ","高松市木太町2702-1",,,,,,,
"509","34.278621","134.027285","さきやまペットクリニック","高松市寺井町1106-4",,,,,,,
"510","34.309216","134.048046","オークラサービス株式会社　高松営業所","高松市太田下町2429-3",,,,,,,
"511","34.241305","134.104496","公渕森林公園","高松市東植田町1210-3",,,,,,,
"512","34.322247","134.044789","川西接骨院","高松市上之町一丁目1-16",,,,,,,
"513","34.326532","134.062323","フモト接骨院","高松市上福岡町2056-1",,,,,,,
"514","34.305122","134.092873","えのきど接骨院・鍼灸院","高松市東山崎町206-1　吉洸ビル1F",,,,,,,
"515","34.324536","134.078625","久保接骨院","高松市木太町3505-1",,,,,,,
"516","34.284441","134.028543","国方接骨院","高松市一宮町178-1",,,,,,,
"517","34.305871","133.990154","神髙接骨院","高松市御厩町483-7",,,,,,,
"518","34.278018","134.118229","石原接骨院","木田郡三木町池戸3313",,,,,,,
"519","34.272998","134.008689","香川県立川部みどり園","高松市川部町418",,,,,,,
"520","34.30521","134.033023","社会福祉法人　香川ボランティア協会","高松市田村町1151-1",,,,,,,
"521","34.28445","134.04099","仏生山交流センター","高松市仏生山町甲218番地1","正面入口西側","087-889-4907","月火水木金","8:30","17:00","祝日、12/29～1/3を除く",
"522","34.277027543067376","134.0856220200468","高松市山田総合センター","高松市川島本町191-10","南側エントランス","087-848-0165","月火水木金土日","9:00","21:00","日曜日は9：00～17：00、（祝日、8/13～8/15、12/29～1/3を除く）",
"523","34.34124","134.14021","田井保育所","高松市牟礼町牟礼100-1","正面玄関入口","087-845-5411","月火水木金土","7:30","18:30","開所日のみ。土曜日は17:00まで。","有"
"524","34.28727","134.09151","川島こども園","高松市川島東町253-4","職員室入口","087-848-0075","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。",
"525","34.25785","134.03705","浅野こども園","高松市香川町浅野816-1","玄関内側","087-889-2416","月火水木金土","7:30","19:00","開所日のみ。土曜日は17:00まで。",
"526","34.35825183572365","134.09926948799375","高松市屋島山上交流拠点施設","高松市屋島東町1784番地6","受付裏の事務室","087-802-8466","月水木金土日","9:00","17:00","金・土・祝日前日は21:00まで。","有"
"527","34.36006","134.06504","高松市朝日新町学校給食センター","高松市朝日新町26-25","2階事務室","087-811-6300","月火水木金","8:30","17:30","12/29～1/3を除く",
"528","34.29596","134.07861","高松市六条町学校給食センター","高松市六条町700","2階事務室前","087-865-1060","月火水木金","8:30","17:30","12/29～1/3を除く",
"529","34.288941065982144","134.0212363832017","株式会社　塵芥センター","高松市一宮町1686-6","本社玄関","087-886-3040","月火水木金土日","7:00","1700",,
"530","34.25725211198866","134.0209222699674","株式会社　塵芥センター大野工場","高松市香川町大野2604-1","大野工場西棟","087-879-4417","月火水木金土日","8:00","17:00",,
"531","34.348353199196126","134.04842386033897","第一生命保険株式会社　東四国支社","高松市寿町二丁目1-1　高松第一生命ビル新館9F","第一生命ビル新館9F","087-851-0101","月火水木金","9:00","17:00","年末年始を除く",
"532","34.302855244513026","134.01606673218845","メリーＧＯランド高松園","高松市成合町796-1","玄関","087-886-6669","月火水木金","8:00","18:30",,
"533","34.34952142893175","134.0678608360094","葵機工株式会社","高松市朝日町三丁目7-5","事務所内","087-822-5025","月火水木金","8:30","17:30",,
"534","34.292943471633734","134.03524753418628","幼保連携型認定こども園　すまいる","高松市三名町591-1","2歳児保育室前","087-802-3838","月火水木金","7:30","19:00",,
"535","34.285074840005706","134.11045772645753","社会福祉法人みどり福祉会　若葉保育園","高松市亀田南町108-2","玄関","087-847-7932","月火水木金土","7:00","18:00","7:00～18:00(平日)、8:00～16:00(土曜日)",
"536","34.229138810454444","133.979075520148","シンコユニ株式会社","綾歌郡綾川町千疋4343","事務所受付","087-877-1000","月火水木金","8:30","18:00",,
"537","34.35483675930155","134.06576769927653","株式会社　三和テスコ","高松市朝日町四丁目11番67号","事務所","087-821-4431","月火水木金","8:15","17:15",,
"538","34.30874471895039","134.03986617070632","OZディたかまつ","高松市太田下町2167-1","キッチンスペース","087-880-5605","月火水木金","10:00","17:00",,
