"#property","latitude","longitude","address","alternativeName","city","name","corporateRepresentative","establisher","openingDate","telephoneNumber","faxNumber","fullNameInKana","identification","katagaki","medicalCode","medicalSubjects","note","numberOfBeds","overtimeResponse","pref","prefCode","referenceObject"
"jp.takamatsu.smartcity.medical.Hospital.357","34.340523","134.110546","香川県高松市高松町3002-13","無床診療所","高松市","医療法人社団屋島眼科クリニック","理事長　小川  哲郎","医療法人社団屋島眼科クリニック","2009/10/1","087-844-1341","087-844-8828","ヤシマガンカクリニック",,,,"眼科",,,,"香川県","372013","https://itp.ne.jp/info/378703950131130520/"
"jp.takamatsu.smartcity.medical.Hospital.359","34.316","134.04707","香川県高松市三条町321-2","無床診療所","高松市","医療法人社団安原クリニック","理事長　松本　由佳","医療法人社団安原クリニック","2000/7/1","087-866-1111","087-867-7871","ヤスハラクリニック",,,,"産科、婦人科、糖尿病内科、代謝内科、腎臓内科、美容外科",,,,"香川県","372013","http://yasuhara-maternity.com/"
"jp.takamatsu.smartcity.medical.Hospital.360","34.304131","134.090592","香川県高松市東山崎町90-6","無床診療所","高松市","医療法人社団安元クリニック","理事長　安元　章浩","医療法人社団安元クリニック","2012/4/1","087-847-1300","087-847-7721","ヤスモトクリニック",,,,"皮膚科、泌尿器科",,,,"香川県","372013","http://www.yasumoto-c.com/"
"jp.takamatsu.smartcity.medical.Hospital.361","34.338533","134.048057","香川県高松市亀井町11-7","無床診療所","高松市","ヤノ肛門外科クリニック",,"矢野　賢二","2008/12/1","087-861-1515","087-861-1516","ヤノコウモンゲカクリニック",,,,"肛門外科",,,,"香川県","372013","http://www.yano-koumonka.com/"
"jp.takamatsu.smartcity.medical.Hospital.362","34.314165","133.999881","香川県高松市飯田町17-5","無床診療所","高松市","矢野皮膚科クリニック",,"矢野　充範","1990/3/12","087-881-5885","087-881-5886","ヤノヒフカクリニック",,,,"アレルギー科、美容外科、皮膚科、美容皮膚科、泌尿器科",,,,"香川県","372013","http://www.yanohifuka.com/"
"jp.takamatsu.smartcity.medical.Hospital.363","34.283403","134.026052","香川県高松市一宮町403-1","無床診療所","高松市","医療法人社団清瞳会山内クリニック","理事長　山内　紀子","医療法人社団清瞳会","1993/5/1","087-886-7082","087-885-7417","ヤマウチクリニック",,,,"内科、消化器科、循環器科、胃腸科、小児科、放射線科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.364","34.340327","134.045005","香川県高松市天神前5-6","無床診療所","高松市","医療法人社団耕仁会やまぐちクリニック","理事長　山口  耕司","医療法人社団耕仁会やまぐちクリニック","2010/10/1","087-832-5611","087-832-5631","ヤマグチクリニック",,"高松メディカルモール5Ｆ",,"心療内科、精神科",,,,"香川県","372013","https://itp.ne.jp/info/372264155114531680/"
"jp.takamatsu.smartcity.medical.Hospital.365","34.325168","134.092855","香川県高松市春日町799-1","無床診療所","高松市","山崎内科呼吸器科医院",,"山崎　保寛","2005/12/16","087-818-1560","087-818-1555","ヤマサキナイカコキュウキカイイン",,,,"内科、呼吸器科、アレルギー科",,,,"香川県","372013","https://clinic-yamasaki.com/"
"jp.takamatsu.smartcity.medical.Hospital.367","34.307925","133.974301","香川県高松市国分寺町新居3388","無床診療所","高松市","医療法人社団山田医院","理事長　山田　淳智","医療法人社団山田医院","1998/4/1","087-874-0040","087-874-0002","ヤマダイイン",,,,"内科、消化器内科、糖尿病内科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.368","34.33794","134.0541","香川県高松市塩上町一丁目4番10号","有床診療所","高松市","医療法人社団隆朗会やまもと医院","理事長　山本　良隆","医療法人社団隆朗会","2021/4/16","087-837-0707",,"ヤマモトイイン",,,,"内科、心療内科、精神科",,"1",,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.369","34.322156","134.04552","香川県高松市上之町一丁目3-29","無床診療所","高松市","医療法人社団湯浅クリニック","理事長　湯浅　誠","医療法人社団湯浅クリニック","1995/12/1","087-868-9111","087-868-9222","ユアサクリニック",,,,"内科、皮膚科、泌尿器科",,,,"香川県","372013","http://www.yuasaclinic.jp/"
"jp.takamatsu.smartcity.medical.Hospital.370","34.307427","134.062165","香川県高松市伏石町2150-5","無床診療所","高松市","ゆいメンタルクリニック",,"鈴木　ゆい","2007/7/9","087-897-7277","087-897-7377","ユイメンタルクリニック",,,,"心療内科、精神科",,,,"香川県","372013","http://www.yui-mental-cl.com/index.html"
"jp.takamatsu.smartcity.medical.Hospital.371","34.349573","134.088105","香川県高松市屋島西町2487-21","無床診療所","高松市","湯川クリニック",,"湯川　貴男","2017/5/10","087-813-8270",,"ユカワクリニック",,,,"放射線科",,,,"香川県","372013","http://yukawa.clinic.jp/"
"jp.takamatsu.smartcity.medical.Hospital.372","34.304087","133.944704","香川県高松市国分寺町国分2090-1","無床診療所","高松市","ゆりのき診療室",,"花岡　正憲","2003/5/16","087-874-2217","087-874-2217","ユリノキシンリョウシツ",,,,"精神科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.373","34.345549","134.050241","香川県高松市丸亀町1-1　丸亀町壱番街西館４Ｆ","無床診療所","高松市","陽子レディースクリニック",,"安藤　陽子","2014/5/15","087-811-6607",,"ヨウコレディースクリニック",,"丸亀町壱番街西館2階",,"女性内科、産婦人科、婦人科",,,,"香川県","372013","http://www.yokoladies.com/"
"jp.takamatsu.smartcity.medical.Hospital.374","34.34816","134.052185","香川県高松市丸の内4-9 丸の内ビル2F","無床診療所","高松市","横井クリニック",,"横井　一郎","1994/6/1","087-821-2212","087-821-2352","ヨコイクリニック",,"丸の内ビル2F",,"内科、胃腸科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.375","34.323622","134.073243","香川県高松市木太町1663-2","無床診療所","高松市","横井内科医院",,"横井　徹","2009/2/1","087-862-2222","087-833-6846","ヨコイナイカイイン",,,,"内科",,,,"香川県","372013","http://wwwb.pikara.ne.jp/yokoimasa/"
"jp.takamatsu.smartcity.medical.Hospital.376","34.297794","134.055315","香川県高松市多肥下町359-1","無床診療所","高松市","医療法人社団よこい内科クリニック","理事長　横井　健治","医療法人社団よこい内科クリニック","2013/9/1","087-869-4511","087-869-4566","ヨコイナイカクリニック",,,,"内科、消化器内科、循環器内科、糖尿病・代謝内科、内分泌内科",,,,"香川県","372013","http://yokoiclinic.main.jp/"
"jp.takamatsu.smartcity.medical.Hospital.377","34.361609","133.960075","香川県高松市生島町460-1","無床診療所","高松市","医療法人社団横田外科医院","理事長　横田　博","医療法人社団横田外科医院","1999/4/1","087-882-7165","087-870-5098","ヨコタゲカイイン",,,,"外科、麻酔科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.378","34.298029","133.96249","香川県高松市国分寺町新居1356-1","無床診療所","高松市","医療法人社団優生会吉田眼科","理事長　吉田　慎一","医療法人社団優生会","2013/10/1","087-875-1010",,"ヨシダガンカ",,,,"眼科",,,,"香川県","372013","https://itp.ne.jp/info/372832933123050790/"
"jp.takamatsu.smartcity.medical.Hospital.379","34.305941","134.070802","香川県高松市林町1971-10","無床診療所","高松市","吉田内科医院",,"吉田　恭典","1989/2/3","087-867-0777","087-869-9058","ヨシダナイカイイン",,,,"内科、胃腸科、循環器科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.380","34.350382","134.047985","香川県高松市西の丸町2-17","無床診療所","高松市","よしまつクリニック",,"吉松　誠","2002/2/5","087-811-7333","087-811-7337","ヨシマツクリニック",,,,"心療内科、精神科、神経内科",,,,"香川県","372013","https://www.yoshimatsu-clinic.jp/"
"jp.takamatsu.smartcity.medical.Hospital.381","34.315576","134.068447","香川県高松市木太町5055-4","無床診療所","高松市","医療法人社団吉村整形外科醫院","理事長　吉村　裕","医療法人社団吉村整形外科醫院","2010/9/1","087-866-6666","087-866-6665","ヨシムラセイケイゲカイイン",,,,"リウマチ科、整形外科、リハビリ科",,,,"香川県","372013","https://www.yoshimura-seikei.com/"
"jp.takamatsu.smartcity.medical.Hospital.382","34.292832","134.000091","香川県高松市円座町375-1","有床診療所","高松市","医療法人よつばウイメンズクリニック","理事長　片山　富博","医療法人よつばウイメンズクリニック","2013/9/1","087-885-4103",,"ヨツバウィメンズクリニック",,,,"産婦人科",,"17",,"香川県","372013","http://yotsuba-w.jp/"
"jp.takamatsu.smartcity.medical.Hospital.383","34.309295","134.055633","香川県高松市伏石町2129-2","無床診療所","高松市","公益財団法人香川県予防医学協会予防協会健康管理センター","理事長　河合　公三","公益財団法人香川県予防医学協会","1995/11/1","087-868-5555","087-868-6650","ヨボウキョウカイケンコウカンリセンター",,,,"内科、婦人科",,,,"香川県","372013","http://www.kagawa-yobouigaku.or.jp/"
"jp.takamatsu.smartcity.medical.Hospital.384","34.336729","134.039705","香川県高松市亀岡町11-10","無床診療所","高松市","医療法人社団宅光会リウマチ・腎臓内科はちまんクリニック","理事長　光中　弘毅","医療法人社団宅光会","1998/2/1","087-862-7878","087-862-7600","リウマチ・ジンゾウナイカハチマンクリニック",,,,"内科、人工透析内科、腎臓内科、リウマチ科",,,,"香川県","372013","http://8man-clinic.com/"
"jp.takamatsu.smartcity.medical.Hospital.385","34.329596","134.056597","香川県高松市楠上町二丁目3-15","無床診療所","高松市","りつりん皮フ科クリニック","理事長　森田　和政","医療法人社団健悠会","2016/5/1","087-813-4112",,"リツリンヒフカクリニック",,"アルファメディカルモール2F",,"皮膚科、美容皮膚科",,,,"香川県","372013","https://ritsurin-d.com/"
"jp.takamatsu.smartcity.medical.Hospital.386","34.339511","134.052208","香川県高松市瓦町二丁目6-14","無床診療所","高松市","リッツ美容外科",,"古屋　富治雄","2001/4/8","087-831-6022","087-831-6224","リッツビヨウゲカ",,"瓦町スクエアビルド6F",,"美容外科",,,,"香川県","372013","http://www.ritz-takamatsu.com/"
"jp.takamatsu.smartcity.medical.Hospital.387","34.298041","134.058367","香川県高松市多肥下町466","無床診療所","高松市","竜雲メンタルクリニック",,"伊庭　永二","1997/5/1","087-840-0735","087-840-0737","リュウウンメンタルクリニック",,,,"心療内科、精神科",,,,"香川県","372013","https://itp.ne.jp/info/378148115400000899/"
"jp.takamatsu.smartcity.medical.Hospital.388","34.293392","134.087622","香川県高松市六条町17-1","無床診療所","高松市","六条眼科",,"田中　剛","2015/12/4","087-873-2735",,"ロクジョウガンカ",,"ハローズ六条店モール内",,"眼科",,,,"香川県","372013","https://www.rokujyo-eye-clinic.jp/"
"jp.takamatsu.smartcity.medical.Hospital.389","34.291787","134.090412","香川県高松市下田井町372-1","無床診療所","高松市","六条ひふ科クリニック",,"印藤　昌彦","2019/2/9","087-802-3906",,"ロクジョウヒフカクリニック",,,,"皮膚科",,,,"香川県","372013","http://rokujo-hifuka.com/"
"jp.takamatsu.smartcity.medical.Hospital.390","34.320711","134.028861","　ｍンｍンんｇｃｆｃｃｙｔｙ６ｔ(*´ε`*)チュッチュＶＹｃ　","無床診療所","高松市","わかばクリニック",,"藤田　博茂","2018/2/15","087-813-7560","087-813-7561","ワカバクリニック",,,,"外科",,,,"香川県","372013","http://wakaba-hado-clinic.com/"
"jp.takamatsu.smartcity.medical.Hospital.391","34.28196","134.0475","香川県高松市仏生山町甲460-8","有床診療所","高松市","医療法人社団わき外科・内科クリニック","理事長　脇　正志","医療法人社団わき外科クリニック","1992/1/1","087-888-5123","087-888-5122","ワキゲカ・ナイカクリニック",,,,"内科、呼吸器内科、胃腸内科、外科、皮膚科、泌尿器科、肛門外科",,"15",,"香川県","372013","http://wakigeka.com/"
"jp.takamatsu.smartcity.medical.Hospital.392","34.31924","134.080367","香川県高松市木太町4020-1","無床診療所","高松市","和田産婦人科医院",,"出口　理恵","2005/1/1","087-867-2340","087-867-2341","ワダサンフジンカイイン",,,,"産科、婦人科",,,,"香川県","372013","https://itp.ne.jp/info/374740915400000899/"
"jp.takamatsu.smartcity.medical.Hospital.393","34.337678","134.010555","香川県高松市鶴市町2039-2","無床診療所","高松市","和田内科循環器科医院",,"和田　茂","1992/11/20","087-881-7575","087-881-7571","ワダナイカジュンカンキカイイン",,,,"内科、循環器科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.394","34.342765","134.047435","香川県高松市番町一丁目7番22号","無床診療所","高松市","渡邉医院","理事長　渡邉　晴二","医療法人清進会","2020/9/1","087-851-2067",,"ワタナベイイン",,,,"感染症内科、皮膚科、泌尿器科",,,,"香川県","372013","http://www.watanabehifuka.net/"
"jp.takamatsu.smartcity.medical.Hospital.395","34.286105","134.050620","香川県高松市出作町字東原281番地1","無床診療所","高松市","わたなべ耳鼻咽喉科","理事長　渡辺　正博","医療法人社団龍里会","2018/10/11","087-889-8733",,"ワタナベジビインコウカ",,,,"アレルギー科、耳鼻咽喉科",,,,"香川県","372013","https://nabejibi.jp/"
"jp.takamatsu.smartcity.medical.Hospital.396","34.325044","134.057096","香川県高松市今里町一丁目30-21","無床診療所","高松市","わたなべ内科消化器科医院","理事長　渡辺　正博","医療法人社団龍里会","1998/9/1","087-833-6660","087-833-6630","ワタナベナイカショウカキカイイン",,,,"内科、消化器科",,,,"香川県","372013","https://itp.ne.jp/info/378271015400000899/"
"jp.takamatsu.smartcity.medical.Hospital.397","34.312655","134.065933","香川県高松市木太町5095-1","歯科","高松市","あおぞら歯科クリニック",,"三好　智","2005/11/15","087-866-6480","087-866-3353","アオゾラシカクリニック",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://aozoradentalclinic.fc2web.com/"
"jp.takamatsu.smartcity.medical.Hospital.398","34.345293","134.042822","香川県高松市錦町二丁目17-8","歯科","高松市","赤松歯科医院",,"赤松　秀規","1999/4/1","087-826-6030","087-826-6036","アカマツシカイイン",,,,"歯科、矯正歯科",,,,"香川県","372013","http://www.akamatsushika.com/"
"jp.takamatsu.smartcity.medical.Hospital.399","34.321541","134.062843","香川県高松市松縄町44-7","歯科","高松市","アキ歯科医院",,"安藝　豊司","1982/9/7","087-866-5522","087-866-5538","アキシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.400","34.287115","134.036366","香川県高松市三名町58-4","歯科","高松市","あさはら歯科",,"朝原　秀樹","2005/9/2","087-889-8211","087-889-8220","アサハラシカ",,,,"歯科、小児歯科",,,,"香川県","372013","https://localplace.jp/t100336737/"
"jp.takamatsu.smartcity.medical.Hospital.401","34.338732","134.044408","香川県高松市天神前6-6","歯科","高松市","医療法人社団ア歯会ア歯科診療所","理事長　松岡　省三","医療法人社団ア歯会","1980/10/1","087-835-5000","087-835-5755","アシカシンダンショ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.ashika.or.jp/"
"jp.takamatsu.smartcity.medical.Hospital.402","34.307105","134.043079","香川県高松市太田下町2220-6","歯科","高松市","穴吹歯科医院",,"穴吹　昇三","1987/5/28","087-865-8200","087-865-8200","アナブキシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","http://www.anabukidental.com/"
"jp.takamatsu.smartcity.medical.Hospital.403","34.333461","134.082714","香川県高松市木太町2836-1","歯科","高松市","阿部歯科医院",,"阿部　康一","1980/3/1","087-834-5314","087-834-5314","アベシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.404","34.33727","133.996474","香川県高松市鬼無町是竹93-5","歯科","高松市","アヤ歯科医院",,"綾　英紀","1995/5/1","087-881-1211","087-881-1911","アヤシカイイン",,,,"歯科",,,,"香川県","372013","http://www.418takamatu.com/hospital/aya/"
"jp.takamatsu.smartcity.medical.Hospital.405","34.303919","134.090463","香川県高松市東山崎町89-6","歯科","高松市","医療法人社団彩正会あんどう歯科","理事長　安藤　正彦","医療法人社団彩正会あんどう歯科","2016/5/1","087-840-7899","087-840-7898","アンドウシカ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www2.netwave.or.jp/~m-ando-d/framepage1.htm"
"jp.takamatsu.smartcity.medical.Hospital.406","34.249289","134.026624","香川県高松市香川町川東下1301-4","歯科","高松市","飯田歯科クリニック",,"飯田　大介","2014/11/11","087-814-3300",,"イイダシカクリニック",,,,"歯科",,,,"香川県","372013","https://www.iida-dental.cc/"
"jp.takamatsu.smartcity.medical.Hospital.407","34.283861","134.002358","香川県高松市西山崎町182-7","歯科","高松市","池上歯科医院",,"医療法人社団池上歯科医院","2022/10/1","087-886-6600",,"イケガミシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.408","34.310795","134.004933","香川県高松市檀紙町2288-3","歯科","高松市","池尻歯科医院",,"池尻　国夫","1999/4/21","087-885-0085","087-886-7590","イケジリシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.410","34.339084","134.037718","香川県高松市宮脇町一丁目3-17","歯科","高松市","いしい歯科クリニック",,"石井　浩之","1995/9/10","087-863-0088","087-863-0088","イシイシカクリニック",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.ishiishika-clinic.com/"
"jp.takamatsu.smartcity.medical.Hospital.411","34.319429","134.05551","香川県高松市伏石町2018-12","歯科","高松市","石丸歯科医院",,"石丸　毅","2001/7/23","087-815-2747","087-815-2858","イシマルシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://itp.ne.jp/info/374604421153721990/"
"jp.takamatsu.smartcity.medical.Hospital.412","34.327488","134.05146","香川県高松市桜町二丁目4-11","歯科","高松市","医療法人社団愛歯会いそざき歯科","理事長　磯崎　裕騎","医療法人社団愛歯会","2013/4/1","087-832-0777","087-832-0778","イソザキシカ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.i-shika.com/"
"jp.takamatsu.smartcity.medical.Hospital.413","34.337788","134.066873","香川県高松市松島町二丁目9-103","歯科","高松市","磯島歯科医院",,"磯島　弘一","2002/5/27","087-834-8686","087-834-8686","イソジマシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.415","34.329596","134.056597","香川県高松市楠上町二丁目3番15号","歯科","高松市","いちはら歯科クリニック","理事長　市原　雅也","医療法人社団雅月会","2018/10/1","087-813-0118",,"イチハラシカクリニック",,"アルファメディカルモール2F",,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://いちはら歯科クリニック.jp/"
"jp.takamatsu.smartcity.medical.Hospital.416","34.287222","134.00607","香川県高松市円座町1124-56","歯科","高松市","医療法人社団イチハラデンタルクリニック","理事長　市原　敏行","医療法人社団イチハラデンタルクリニック","2014/4/1","087-885-1840","087-887-4618","イチハラデンタルクリニック",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.ichihara-dc.com/index2.html"
"jp.takamatsu.smartcity.medical.Hospital.417","34.334657","134.046258","香川県高松市中野町1-32","歯科","高松市","井手口歯科医院",,"井手口　英章","1991/3/18","087-835-6688","087-835-6742","イデグチシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.418takamatu.com/hospital/ideguchi/"
"jp.takamatsu.smartcity.medical.Hospital.418","34.349082","134.038874","香川県高松市浜ノ町9-9","歯科","高松市","伊東歯科矯正歯科医院","理事長　伊東　正志","医療法人社団伊東歯科矯正歯科医院","2023/10/1","087-826-2118",,"イトウシカキョウセイシカイイン",,,,"歯科、矯正歯科、小児歯科",,,,"香川県","372013","http://www.ito-dc.org/"
"jp.takamatsu.smartcity.medical.Hospital.419","34.321655","134.082716","香川県高松市元山町577-1","歯科","高松市","いのうえファミリー歯科","理事長　井上　正朗","医療法人社団いのうえファミリー歯科","2017/8/1","087-867-2554",,"イノウエファミリーシカ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://inouefamilydc.com/"
"jp.takamatsu.smartcity.medical.Hospital.421","34.240002","134.032804","香川県高松市香川町川東上1781-5","歯科","高松市","いのした歯科医院",,"井下　万三","2022/3/1","087-879-4712",,"イノシタシカイイン",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.inoshita-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.422","34.316824","134.060144","香川県高松市松縄町1117-5","歯科","高松市","いまじょう矯正歯科クリニック",,"今城　広治","2001/7/3","087-815-2848","087-815-2847","イマジョウキョウセイシカクリニック",,"シブヤビル松縄1F",,"矯正歯科",,,,"香川県","372013","http://imajo-ortho.com/"
"jp.takamatsu.smartcity.medical.Hospital.423","34.299597","134.047507","香川県高松市太田上町783-2","歯科","高松市","今滝歯科医院",,"今瀧　勝己","1996/11/18","087-866-9081","087-865-2268","イマタキシカイイン",,,,"歯科、矯正歯科、小児歯科",,,,"香川県","372013","http://www.imatakishika.com/"
"jp.takamatsu.smartcity.medical.Hospital.424","34.345679","134.054144","香川県高松市片原町4-3","歯科","高松市","今瀧歯科クリニック",,"今瀧　昇","1994/3/28","087-821-5154","087-821-5154","イマタキシカクリニック",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.425","34.350528","134.038211","香川県高松市浜ノ町56-8","歯科","高松市","岩田歯科医院",,"岩田　哲郎","2009/2/1","087-897-5646","087-897-5646","イワタシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://iwata-dc2009.com/"
"jp.takamatsu.smartcity.medical.Hospital.426","34.311371","134.058468","香川県高松市伏石町2096-4","歯科","高松市","上里歯科医院",,"山岸　奈名","2009/2/28","087-867-6480","087-867-6485","ウエサトシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.427","34.334353","134.065626","香川県高松市上福岡町704-2","歯科","高松市","医療法人社団植田歯科医院","理事長　植田　佳邦","医療法人社団植田歯科医院","1990/2/1","087-834-3718","087-834-3718","ウエダシカイイン",,"池添ビル2Ｆ",,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.ueta-dc.com/"
"jp.takamatsu.smartcity.medical.Hospital.428","34.321259","134.046694","香川県高松市上之町二丁目1-37","歯科","高松市","植松歯科クリニック",,"植松　勇介","2017/7/15","087-802-8241",,"ウエマツシカクリニック",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://uematsu-d.jp/"
"jp.takamatsu.smartcity.medical.Hospital.429","34.304024","133.972683","香川県高松市国分寺町新居283-1","歯科","高松市","ウガワ歯科クリニック",,"鵜川　祐樹","2018/9/13","087-802-8684",,"ウガワシカクリニック",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://www.e8148.net/dental/a000000017"
"jp.takamatsu.smartcity.medical.Hospital.430","34.345971","134.001093","香川県高松市香西本町150-10","歯科","高松市","浮田歯科医院",,"中山　真弓","1999/7/8","087-832-8801","087-832-8821","ウキダシカイイン",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://www.ukita-dental.jp/"
"jp.takamatsu.smartcity.medical.Hospital.431","34.273044","134.086751","香川県高松市川島東町958-3","歯科","高松市","梅村歯科医院",,"梅村　謙二","1982/11/1","087-848-1136","087-848-1136","ウメムラシカイイン",,,,"歯科、矯正歯科",,,,"香川県","372013","http://www.418takamatu.com/hospital/umemura/"
"jp.takamatsu.smartcity.medical.Hospital.432","34.302015","134.070643","香川県高松市林町2572-12","歯科","高松市","えがお歯科","理事長　木村　栄作","医療法人社団えがお歯科","2002/11/1","087-840-0777","087-840-0707","エガオシカ",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://egao-shika.com/"
"jp.takamatsu.smartcity.medical.Hospital.433","34.278671","134.025097","香川県高松市寺井町1248-6","歯科","高松市","エビヌマ歯科医院",,"海老沼　孝至","2021/4/1","087-886-3465","087-886-3465","エビヌマシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.434","34.33566","134.057298","香川県高松市観光通二丁目9-12","歯科","高松市","大石歯科クリニック",,"大石　慶二","2016/4/21","087-813-3956",,"オオイシシカクリニック",,,,"歯科、歯科口腔外科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.435","34.332456","134.054974","香川県高松市花園町三丁目2-12","歯科","高松市","おおくま歯科医院","理事長　大熊　秀和","医療法人社団おおくま歯科医院","2023/6/1","087-837-9000",,"オオクマシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","http://ookumashika.com/"
"jp.takamatsu.smartcity.medical.Hospital.436","34.341219","134.11302","香川県高松市高松町2412-15","歯科","高松市","大黒歯科医院",,"大黒　義明","1985/7/29","087-841-3500","087-841-3500","オオグロシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.437","34.30533","134.069034","香川県高松市林町2538-10","歯科","高松市","医療法人優心会高松大塚歯科医院","理事長　大塚　秀人","医療法人優心会","2013/6/1","087-815-2424",,"オオツカシカイイン",,,,"歯科",,,,"香川県","372013","http://www.yusinkai.or.jp/clinic_03.html"
"jp.takamatsu.smartcity.medical.Hospital.438","34.269038","133.984798","香川県高松市国分寺町福家乙214-10","歯科","高松市","大西歯科医院","理事長　大西　吉之","医療法人社団ひまわり会","1993/2/1","087-874-1194","087-874-5432","オオニシシカイイン",,,,"歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://www.ohnishi-dental-777.jp/"
"jp.takamatsu.smartcity.medical.Hospital.439","34.304151","134.015525","香川県高松市成合町725-1","歯科","高松市","岡田歯科醫院","理事長　岡田　寿朗","医療法人社団岡田歯科醫院","1998/10/1","087-885-9700","087-885-9300","オカダシカイイン",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","https://itp.ne.jp/info/374941525400000899/"
"jp.takamatsu.smartcity.medical.Hospital.440","34.337684","134.109061","香川県高松市高松町91","歯科","高松市","小河歯科医院",,"小河　隆太","1997/8/15","087-841-7170","087-841-7170","オゴシカカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","http://wwwb.pikara.ne.jp/ogoshikaiin/https://itp.ne.jp/info/379254215400000899/"
"jp.takamatsu.smartcity.medical.Hospital.441","34.291618","134.039743","香川県高松市太田上町212-5","歯科","高松市","おぐら歯科医院",,"小倉　寛治","1979/3/1","087-888-0222","087-888-0222","オグラシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.442","34.33823","134.04781","香川県高松市中新町2-1","歯科","高松市","小倉歯科医院",,"小倉　喜博","1979/4/1","087-831-5059","087-831-5059","オグラシカイイン",,,,"歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.443","34.284034","134.027925","香川県高松市一宮町328-1","歯科","高松市","医療法人社団小野歯科医院","理事長　小野　耕資","医療法人社団小野歯科医院","2020/4/1","087-886-8100",,"オノシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013",
"jp.takamatsu.smartcity.medical.Hospital.444","34.338179","134.049349","香川県高松市田町13-13","歯科","高松市","オリーブ歯科医院",,"天野　伊知郎","2003/3/1","087-832-0808","087-832-0888","オリーブシカイイン",,,,"歯科、小児歯科",,,,"香川県","372013","https://itp.ne.jp/info/374642053126331040/"
"jp.takamatsu.smartcity.medical.Hospital.445","34.342254","134.038539","香川県高松市番町三丁目20-15","歯科","高松市","香川大学前はこざき歯科医院","理事長　箱崎　達司","医療法人社団F＆C","1990/6/1","087-813-0418","087-813-0830","カガワダイガクマエハコザキシカイイン",,,,"歯科、矯正歯科、小児歯科、歯科口腔外科",,,,"香川県","372013","http://takamatsu418.com/"
