"#property","prefCode","no","pref","cityName","townName","address","buildingName","venue","eventName","overview","organizer","startDate","startTime","endDate","endTime"
"483","372013","0483","香川県","高松市","国分寺長新名","2069-1",,"高松市国分寺橘ノ丘総合運動公園　多目的ルーム","第3期　ゆっくりヨガ教室","日　時：12月10日から翌年3月18日の毎週木曜日（12月31日、1月28日、2月11日は除く。)全12回
対象者：18歳以上の人　　　定　員： 20人(先着)
参加費：6,000円
申込日：11月12日（木）午後1時から参加費を持って国分寺Ｂ＆Ｇ海洋センターまでお越しください。


○お問合せ先：087-874-4311","高松市スポーツ協会","12/10/2020","13:30","3/18/2021","14:30"
"484","372013","0484","香川県","高松市","香川町川東下","1917-1",,"香川総合体育館　第1.2.3研修室","第3期　カタ～い筋肉・関節を伸ばしてほぐす健康ストレッチ教室","日　時：12月4日から翌年3月19日までの毎週金曜日（ただし1月1日を除く。)全15回　　　　　　　　　
対象者：18歳以上の女性 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　定　員：12人（抽選）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　参加費：7,500円　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　申込日：11月13日（金）午前10時に参加費を持って、香川総合体育館までお越しください。定員を超えると抽選になります。

○お問合せ先：087-879-8000","公益財団法人高松市スポーツ協会","12/4/2020","10:30","3/19/2021","11:30"
"485","372013","0485","香川県","高松市","福岡町四丁目","36-1",,"高松市総合体育館　第2武道場","第3期 コリオスパイラルストレッチ教室","日　時：12月3日から翌年3月18日までの毎週木曜日(全14 回)（ただし12月31日、2月11日を除く。）
対象者：20歳以上の方
定　員： 25人(抽選)
参加費：7,000円
申込日：11月26日（木）午前10時30分に参加費を持って、高松市総合体育館までお越し下さい。


○お問合せ先：087-822-0211","高松市スポーツ協会","12/3/2020","11:00","3/18/2021","12:00"
"486","372013","0486","香川県","高松市","川部町","932-7",,"高松市かわなべスポーツセンター　大集会室","第3期　スマイルヨーガ教室","日   時：12月17日から翌年3月18日まで　毎週木曜日(ただし12月31日,2月11日を除く。)全12回
対象者：18歳以上の人
定   員：30人(抽選)
参加費：6,000円
申込日：12月3日(木）午後1時15分に参加費をもって、かわなべスポーツセンターまでお越しください。","高松市スポーツ協会","12/17/2020","13:30","3/18/2020","14:30"
"487","372013","0487","香川県","高松市","浜ノ町","67-1",,"高松市ヨット競技場　大会議室","第３期　バランスコーディネーション教室","日　時：12月11日から翌年3月26日までの毎週金曜日（ただし1月1日を除く。）(全15回)
対象者：18歳以上の人
定　員：30人(抽選)
参加費：7,500円
申込日：11月27日（金）午後1時30分に参加費を持って、高松市ヨット競技場までお越しください。


○お問合せ先：087-822-1668","高松市スポーツ協会","12/11/2020","14:00","3/26/2021","15:00"
"488","372013","0488","香川県","高松市","川部町","932-7",,"高松市かわなべスポーツセンター　大集会室","第3期　全身すっきりストレッチ教室","日　時：12月7日から翌年3月22日まで　毎週月曜日(ただし1月4日、1月11日を除く。)全14回
対象者：18歳以上の女性
定　員：25人(抽選)
参加費：7,000円
申込日：11月16日(月）午前10時30分に参加費をもって、かわなべスポーツセンターまでお越しください。","高松市スポーツ協会","12/7/2020","11:00","3/22/2021","11:50"
"489","372013","0489","香川県","高松市","国分寺町新名","2069-1",,"高松市国分寺橘ノ丘総合運動公園　多目的ルーム","第３期　夜のピラティス教室","日　時：12月8日から翌年3月16日まで毎週火曜日（12月29日、1月12日、2月23日は除く。)全12回　　　　　対象者：18歳以上の人
定　員：20人(先着)
参加費：6,000円
申込日：11月10日(火）午後7時から参加費を持って国分寺B&G海洋センターまでお越しください。


○お問合せ先：087-874-4311","高松市スポーツ協会","12/8/2020","19:30","3/16/2021","20:30"
"490","372013","0490","香川県","高松市","川部町","932-7",,"高松市かわなべスポーツセンター　大集会室","第3期　夜のヨーガ教室Ａ","日時：12月3日から令和3年3月25日まで毎週木曜日(ただし12月31日、2月11日を除く。)全15回
対象者：18歳以上の人
定員：25人(抽選) 
参加費：7,500円
申込日：11月19日(木）午後6時20分に参加費をもって、かわなべスポーツセンターまでお越しください。","高松市スポーツ協会","12/3/2020","18:30","3/25/2021","19:30"
"491","372013","0491","香川県","高松市","川部町","932-7",,"高松市かわなべスポーツセンター　大集会室","第3期　夜のヨーガ教室Ｂ","日時：12月3日から令和3年3月25日まで毎週木曜日(ただし12月31日、2月11日を除く。)全15回
対象者：18歳以上の人
定員：25人(抽選)
参加費：7,500円
申込日：11月19日(木）午後7時35分に参加費をもって、かわなべスポーツセンターまでお越しください。","高松市スポーツ協会","12/3/2020","19:45","3/25/2021","20:45"
"492","372013","0492","香川県","高松市","川部町","932ー7",,"高松市かわなべスポーツセンター　温水プール","第3期　脂肪燃焼水中ステップ教室","日　時：12月17日から翌年3月25日まで毎週木曜日(ただし12月31日、2月11日、3月4日は除く。)全12回
対象者：18歳以上の人　　定　員：40人(抽選)
参加費：9,600円
申込日：12月3日(木）午前10時30分に参加費をもって、かわなべスポーツセンターまでお越しください。","高松市スポーツ協会","12/17/2020","11:00","3/25/2020","11:50"
"493","372013","0493","香川県","高松市","川部町","932-7",,"高松市かわなべスポーツセンター　温水プール","第3期　カラダにやさしい水中運動教室","日時：12月11日から翌年3月12日まで　毎週金曜日(ただし1月1日、3月5日を除く。)全12回
対象者：18歳以上の人
定員：40人(抽選)
参加費：9,600円
申込日：11月27日(金）午前9時30分に参加費をもって、かわなべスポーツセンターまでお越しください。","高松市スポーツ協会","12/11/2020","10:00","3/12/2021","10:55"
"494","372013","0494","香川県","高松市","福岡町四丁目",,,"高松市総合体育館　第2武道場","第3期　美しいボディを作るピラティス教室","日　時：12月3日から翌年3月18日までの毎週木曜日(全14回)（ただし12月31日、2月11日を除く。）
対象者：18歳以上の女性
定　員：30人(抽選)
参加費：7,000円
申込日：11月26日（木）午前9時に参加費を持って、高松市総合体育館までお越し下さい。


○お問合せ先：087-822-0211","高松市スポーツ協会","12/3/2020","09:30","3/18/2021","10:20"
"495","372013","0495","香川県","高松市","川部町","932-7",,"高松市かわなべスポーツセンター　大集会室","第3期　美しいボディを作るピラティス教室","日　時：12月7日から翌年3月22日まで　毎週月曜日(ただし1月4日,11日を除く。)全14回
対象者：18歳以上の女性
定　員：25人(抽選)
参加費：7,000円
申込日：11月16日(月）午前9時30分に参加費をもって、かわなべスポーツセンターまでお越しください。","高松市スポーツ協会","12/7/2020","10:00","3/22/2021","10:50"
"496","372013","0496","香川県","高松市","香川町川東下","1917-1",,"香川総合体育館　第1.2.3研修室","第3期　自力整体教室","日　時：12月4日から翌年3月19日までの毎週金曜日（ただし1月1日を除く。)全15回　　　　　　　　　　　　　　　　　
対象者：20歳以上の女性　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　定　員：12人（抽選）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　参加費：7,500円　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　申込日：11月13日（金）午後2時に参加費を持って、香川総合体育館までお越しください。定員を超えると抽選になります。

○お問合せ先：087-879-8000","公益財団法人高松市スポーツ協会","12/4/2020","14:30","3/19/2021","15:30"
"497","372013","0497","香川県","高松市","福岡町四丁目","36-1",,"高松市総合体育館　第5.6.7会議室/和弓場","第4期　ストレッチ＆スロートレーニング教室","日　時：12月10日から3月18日までの毎週木曜日（ただし12月17日・31日、2月4日・11日・18日を除く。）全10回　　　対象者：どなたでも
定　員： 30人(先着)
参加費：5,000円
申込日：11月26日（木）午前９時30分から参加費を持って、高松市総合体育館までお越しください。


○お問合せ先：087-822-0211","(公財）高松市スポーツ協会","12/10/2020","10:00","3/18/2021","11:20"
"498","372013","0498","香川県","高松市","昭和町一丁目","2-20",,"サンクリスタル高松","図書館BOOK","①『ぼくといっしょに』
絵　シャルロット・デマトーン　訳　野坂　悦子　発行所　ブロンズ新社　
資料コード　0119624252　請求番号　E／テマ
赤いセーターを着た男の子は、おかあさんにたのまれて、お使いにでかけます。行く手にはドラゴンや大男がいて、危険がいっぱい。男の子のセリフと、ページの外まで広がるような美しい色彩の絵でお話の世界に引き込まれます。所々に昔話の登場人物が描き込まれていていて、それを探すのも楽しい本です。

○お問合せ先：高松市中央図書館（861-4501）
○高松市主催事業","高松市教育委員会","11/1/2020",,"11/30/2020",
"499","372013","0499","香川県","高松市","松島町一丁目","15-1","たかまつミライエ１階","多目的室","令和２年度　平和を語るつどい・憲法記念平和映画祭","高松空襲の体験や悲惨な戦争体験等を後世に語り継ぐことで、改めて市民の皆様に戦争の悲惨さと平和の尊さを考える機会としていただくため、令和２年度　平和を語るつどい・憲法記念平和映画祭を開催します。
〇内容：（第一部）平和を語るつどい：劇団エルダーキャッツ朗読劇「高松空襲の夜」（25分）
　　　　（第二部）憲法記念平和映画祭：「夕凪の街　桜の国」（キャスト：田中麗奈、麻生久美子ほか、118分）
〇問合せ・申込先：高松市平和記念館（℡（０８７）８３３−２２１１）まで電話でお申し込みください。
〇定員数：先着５０人
〇参加料金：無料","高松市","11/14/2020","13:00","11/14/2020","16:00"
"500","372013","0500","香川県","高松市","番丁一丁目","8-15",,"高松市役所","NOコロナハラスメント","別表のとおり","高松市人権啓発課","11/1/2020",,"11/30/2020",
"501","372013","0501","香川県","高松市","サンポート",,,"高松法務局","全国一斉「女性の人権ホットライン」強化週間"," 全国一斉「女性の人権ホットライン」強化週間中、平日の電話相談時間を延長し、女性の人権問題の相談に応じます。
○ 「女性の人権ホットライン」／全国共通・ナビダイヤル　電話０５７０−０７０−８１０
（夫やパートナーからの暴力、職場等でのセクシュアル・ハラスメントなどに関する相談）
とき／１１月１２日（木）～１８日（水）
【受付時間】平日：８時３０分～１９時、土・日曜日：１０時～１７時
 ","高松法務局・香川県人権擁護委員連合会","11/12/2020",,"11/18/2020",
"502","372013","0502","香川県","高松市","常磐町一丁目","3-1","瓦町FLAG8階","高松市市民活動センター","災害ボランティアを知ろう～災害ボランティア活動とその役割～","■講座名：災害ボランティアを知ろう
■内容：災害ボランティアに求められる役割や参加の仕方、事前準備や心構えを被災地での経験を積んだ講師から学ぶ。
■対象：災害ボランティアを始めたい方、興味のある方■参加費：無料■定員：20人（先着順）
■申込開始：令和2年11月５日（木）午前10時■申込方法：電話・ＦＡＸ・メール・来館　
■講師：香川大学　四国危機管理教育・研究・地域連携推進機構　高橋　真里氏　


○お問合せ先：高松市市民活動センター（ＴＥＬ：087-812-7534　ＦＡＸ：087-812-7537　メール：info@flat-takamatsu.net）
○高松市主催事業","高松市","11/21/2020","10:30","11/21/2020","12:30"
"503","372013","0503","香川県","高松市","末広町","5",,"高松市総合教育センター","こころの健康セミナー","誰もがかかる可能性のある「こころの病気」について、正しい知識と理解を得るためセミナーを開催します。今回のテーマは「依存症～アルコール・ゲーム～」で、精神科医師からの講義があります。ぜひお越しください。※詳しくはホームページにも掲載しておりますのでご覧ください。
〇対象：こころの健康に関心のある方
〇定員：4０人
〇料金：無料
〇申込方法：２日前までに、高松市健康づくり推進課　精神保健係　839-3801

○お問合せ先：高松市健康づくり推進課
○高松市主催事業","高松市健康づくり推進課","11/9/2020","14:00","11/9/2020","16:00"
"504","372013","0504","香川県","高松市","桜町一丁目","9-12",,"高松市保健センター","こころの健康相談","こころの病気、アルコール・薬物問題、ひきこもりなど、ご本人やご家族からのこころの健康に関しての相談に応じています。電話又は面接で相談を受けます。保健師・臨床心理士・精神保健福祉士が対応します。
〇相談日時：月曜～金曜　9：00～17：00（面接は要予約）
〇相談TEL：高松市健康づくり推進課　精神保健係　839-3801

○お問合せ先：高松市健康づくり推進課
○高松市主催事業","高松市健康づくり推進課","11/1/2020","09:00","11/30/2020","17:00"
"505","372013","0505","香川県","高松市","桜町一丁目","9-12",,"高松市保健所保健センター","アルコール関連問題啓発週間","１１月１０日～１６日は「アルコール関連問題啓発週間」です。
新型コロナウイルス感染症等の不安によるストレスから、アルコールの多量飲酒につながりやすい状況にあります。お酒を飲むと気分が一時的に楽になるかもしれませんが、適量を超えて飲み続けることで、アルコール健康障害へとつながっていきます。アルコール健康障害は、本人の健康問題のみならず、飲酒運転、暴力、虐待、自殺等の様々な問題にも密接に関連します。
この機会に、お酒と上手に付き合えているか見直してみましょう。

○お問合せ先：高松市健康づくり推進課　精神保健係　839-3801
○高松市主催事業","高松市健康づくり推進課","11/10/2020",,"11/16/2020",
"506","372013","0506","香川県","高松市","桜町一丁目","9-12",,"高松市保健センター","骨粗しょう症予防教室","骨密度測定と食生活についての講話
教室の所要時間は３０分程度
（受付時間は午前９時から11時）
※事前に健康づくり推進課へご予約ください

○お問合せ先：健康づくり推進課　電話：839-2363
○高松市主催事業","健康づくり推進課","11/30/2020","09:00","11/30/2020","11:30"
"507","372013","0507","香川県","高松市","常磐町一丁目","3-1","瓦町FLAG8階","高松市市民活動センター","かみはの緑を楽しむ教室③～クリスマス・正月に向けての寄せ植え（実習）～","内容：クリスマス・正月に向けての寄せ植えを実習で学びます。　　　　
対象：興味のある方　　定員：15人（先着順）　　参加費：2500円
講師：NPO法人香川のみどりを育む会
　　　牟礼　信子氏
受付開始：令和２年１１月５日（木）１０：００より　　　　　　　　　　　　　　　　　　　　　受付締切：令和２年１２月２日（水）
申込方法：来館・電話・FAX・メール

○お問合せ先：高松市市民活動センター
TEL:087-812-7534　FAX:087-812-7537
メール：info@flat-takamatsu.net
○高松市主催事業","高松市","12/9/2020","10:30","12/9/2020","12:30"
"508","372013","0508","香川県","高松市","常磐町一丁目","3-1","瓦町FLAG8階","高松市市民活動センター","和を紡ぐ折り紙教室～お正月を彩る「折り紙」～","講座名：おりがみＫＡＧＡＷＡの和を紡ぐ折り紙教室
　　　　お正月を彩る「折り紙」
申込開始：11月5日（木）
対象：興味のある方
定員：20人（先着順）　参加費：1,000円（材料費）　準備物：はさみ
講師：（一社）日本折紙協会香川支部　
　　　 おりがみＫＡＧＡＷＡ　支部長　四角整子
申込方法：来館・電話・FAX・メール

○お問合せ先：高松市市民活動センター
                           TEL：087-812-7534　FAX：087-812-7537
                           メール：info@flat-takamatsu.net
○高松市主催事業","高松市","12/5/2020","10:30","12/5/2020","12:30"
"509","372013","0509","香川県","高松市","番丁一丁目","8-15",,"家庭・学校・職場など普段の生活場所","香川県シェイクアウトの実施について","「香川県シェイクアウト」（県民いっせい地震防災行動訓練）は参加者の防災意識の向上に効果的であるとともに、家具の転倒防止等のプラスワン訓練を組み合わせることで、災害リスクマネジメントの向上にも期待されています。ぜひご参加ください。
・日時　令和２年１１月５日（木）１０時００分
・訓練内容　参加者は、訓練時刻になったら、机の下に隠れたり、身をかがめる等の「安全確保行動」を約１分間行ってください。

○お問合せ先：香川県危機管理課","香川県危機管理課","11/5/2020","10:00","11/5/2020","10:00"
"510","372013","0510","香川県","高松市","桜町一丁目","10-27",,"保健所","もの忘れ・認知症相談","内容：専門医による個別相談
申込方法：電話又は来所による申し込みで、予約制

○お問合せ先：地域包括支援センター
○高松市主催事業","地域包括支援センター","11/25/2020","14:00","11/25/2020","16:00"
"511","372013","0511","香川県","高松市","桜町一丁目","10-27",,"保健所","認知症の人を支える家族のつどい「ひだまり」","内容：・講話(テーマ)　アンガーマネジメント
　　　　　　　　　　　～イライラとの付き合い方～
　　　・グループワーク  
申込方法：電話又は来所により申し込み

○お問合せ先：地域包括支援センター
○高松市主催事業","地域包括支援センター","11/20/2020","10:00","11/20/2020","12:00"
"512","372013","0512","香川県","高松市","六条町",,,"各開催場所","たかまつ「ひだまり」カフェ（認知症カフェ）","市では、認知症の人やそのご家族、認知症に関心のある人が認知症について相談できる専門職を交えて、気軽にお茶を飲みながらおしゃべりしたり、楽しく過ごすことのできる認知症カフェを開いています。ぜひお立ち寄りください。
たかまつ「ひだまり」カフェの場所・日程など、詳しくは市のホームページへ


○お問合せ先：各開催場所
○高松市補助事業","地域包括支援センター","11/1/2020",,"11/30/2020",
"513","372013","0513","香川県","高松市","桜町",,,"—","認知症簡易チェックサイト","認知症初期症状を気軽にチェックできるサイトです。市のホームページからもアクセスできます。ぜひご活用ください。

○お問合せ先：地域包括支援センター
○高松市主催事業","地域包括支援センター","11/1/2020",,"11/30/2020",
"514","372013","0514","香川県","高松市","大工町","1-4",,"わはは・ひろば高松","シングル・離婚を考えている方のための座談会","　一人で抱え込まず不安や悩みを話してみませんか？悩んでいるのはあなただけではありません。
　漠然とした将来への不安、育児と仕事の両立、子どもとの時間の過ごし方、知っておきたい法律・制度、夫婦関係の相談など。
　地域子育て支援コーディネーターも同席します。

○お問合せ先：NPO法人わははネット(087-816-5581)","NPO法人わははネット(担当：太田・前田)","11/28/2020","10:00","11/28/2020","12:00"
"515","372013","0515","香川県","高松市","寺井町","1385-10",,"にしおか医院地域子育て支援センター","初めてママになったあなたへ「赤ちゃんがきた！～ＢＰプログラム～」第３４期　参加者募集","初めて赤ちゃんを育てているお母さんのためのプログラムです。
安全で安心できる雰囲気の中で、自分の育児の喜びや困りごとなどを話し合いながら、子どもの発達をベースにこれからの子育てに必要な知識を学びます。
◆日　時◆　令和2年11月17日（火）、24日（火）、12月1日（火）、8日（火）10：00～12：00
◆その他◆「離乳食スタート講座」無料受講の特典付き（日時：12月14日（月）10:00～12:00／場所：介護老人保健施設　渡の里）","にしおか医院地域子育て支援センター","11/17/2020","10:00","12/8/2020","12:00"
"516","372013","0516","香川県","高松市","番町一丁目","8-15",,"高松市広聴広報課","高松市マイシティレポートを運用開始します。","高松市マイシティレポートとは、高松市内で起きている様々な課題、例えば、道路に穴が開いている。公園の遊具が壊れている。など、地域で困った課題をスマートフォンアプリを使って、市民がレポートすることで、市民と行政の間で、それらの課題を共有し、合理的、効率的に解決していく仕組みです。
市民主体で住みやすいまちを実現するため、市民と行政の協働の取り組みのきっかけとして、是非、高松市マイシティレポートを御利用ください。

○お問合せ先：087-839-2111
○高松市主催事業","広聴広報課市民相談コーナー","10/1/2020",,"12/31/2020",
"517","372013","0517","香川県","高松市","国分寺町新名","430",,"高松国分寺ホール","高松国分寺ホールイベント情報","高松国分寺ホールで開催するイベント情報です。
詳しくは、ホームページをご確認ください。
Http://kokubunji-hall.jp

○お問合せ先：高松国分寺ホール　087-875-0162
○高松市補助事業","高松国分寺ホール指定管理者","11/1/2020",,"11/30/2020",
"518","372013","0518","香川県","高松市","サンポート","2-1",,"サンポートホール高松　ほか","高松市市民文化祭アーツフェスタたかまつ2021参加団体募集","来年5月28日（金）～7月4日（日）に行われるアーツフェスタたかまつ2021の参加団体を募集します。
申込締切　主催事業：11月13日（金）午後5時必着
　　　　　後援事業：12月23日（水）午後5時必着
応募方法　必要書類を同事業運営委員会事務局（サンポートホール高松内）へ
※詳しくはサンポートホール高松のホームページで確認してください。

○お問合せ先：同事業運営委員会事務局　サンポートホール高松　事業係　087-825-5010
○高松市主催事業","（公財）高松市文化芸術財団、高松市","10/1/2020",,"11/13/2020",
"519","372013","0519","香川県","高松市","牟礼町牟礼","1810",,"高松市石の民俗資料館　講座研修室","工作教室「鉱物キャンドルでクリスマス飾り」","本物の鉱物のようなキャンドルを作って、クリスマス風に飾り付けをします。
開催時間：午前10時～正午
対象者：小学生以上(小学生は保護者同伴）
定員等：先着1０名（事前申し込み必要）
申込期間：令和２年11月1日～11月27日
参加料金：一人1,000円　

○お問合せ先：845-8484
○高松市共催事業","高松市石の民俗資料館友の会","11/28/2020","10:00","11/28/2020","12:00"
"520","372013","0520","香川県","高松市","牟礼町牟礼","3028",,"栗山記念館","柴野栗山214年祭(中止)","※今年度は、新型コロナウイルス感染症拡大防止のため、開催を中止します。

○お問合せ先：栗山記念館（Tel ８４５−５９９６）
○高松市委託事業","公益財団法人 栗山顕彰会","12/1/2020",,"12/1/2020",
"521","372013","0521","香川県","高松市","牟礼町牟礼","1810",,"高松市石の民俗資料館　企画展示室","第17回手絞りすなご染め創始者、佐竹藍月と講師等による作品展","染色すなご会による作品展です。「すなご染め」を軸に衣服・スカーフ等を各種の自由な技法で染め上げた作品を多数展示します。かがわ文化芸術祭2020参加行事。
開館時間：午前９時～午後５時（展示室への入室は午後4時３０分まで）
　　　　　但し、最終日は午後３時まで
休館日：月曜日（休日の場合は翌平日）
観覧料：無料

○お問合せ先：845-8484
○高松市共催事業","染色すなご会","11/13/2020","09:00","11/22/2020","17:00"
"522","372013","0522","香川県","高松市","牟礼町牟礼","1810",,"高松市石の民俗資料館　企画展示室","「師走展（前期）」","文化協会むれに属する「和紙ちぎり絵同好会」及び「絵手紙同好会」による作品展です。
開館時間：午前９時～午後５時（展示室への入室は午後4時３０分まで）
　　　　　ただし、最終日は午後４時まで
休館日：月曜日（休日の場合は翌平日）
観覧料：無料

○お問合せ先：845-8484
○高松市共催事業","文化協会むれ","11/27/2020","09:00","12/6/2020","17:00"
"523","372013","0523","香川県","高松市","昭和町一丁目","2-20",,"サンクリスタル高松3階　視聴覚ホール","菊池寛記念館　文芸講座  (令和２年１１月・１２月開催分）","菊池寛記念館「文芸講座」を開催します。
開催日・講師・テーマ：
・11/7（土）小野泰子（元四国学院大学教授）「『平家物語—建礼門院』のあはれ」
・11/21（土）北原圭一郎（香川大学教育学部講師）「『源氏物語』の魅力」
・12/5（土）篠原資明（高松市美術館長）「空海と歌人たち」


○お問合せ先：菊池寛記念館　０８７−８６１−４５０２
○高松市主催事業","高松市、菊池寛顕彰会","11/7/2020","13:30","12/5/2020","15:00"
"524","372013","0524","香川県","高松市","片原町","11-1",,"高松市生涯学習センターまなび館３階市民ギャラリー","令和2年度高松市小・中学生環境保全ポスターコンクール入賞作品展","高松市では、市民の皆様の良好な環境の保全に向けての意識啓発を図ることを目的に環境保全をテーマにしたポスターコンクールを開催しています。市長賞ほか、入選作品を展示します。開館時間は午前9時から午後10時（ただし、日曜日及び祝日は午後5時まで）休館日は月曜日です。","高松市環境保全推進課","11/5/2020","09:00","11/18/2020","22:00"
"525","372013","0525","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","かんたん！お片付け講座","【内容】①きれいが続くお片付けの基本②お片付けの第一歩　整理をすすめよう③暮らしが楽になるモノの収め方【日時】11月27日（金）、12月3日（木）、12月10日（木）いずれも午前10時から11時30分【講師】三好美鈴さん（有限会社すず開発）【定員】申込先着３０人【受講料】1,５００円（全3回）【持参物】筆記用具【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来館にて※月曜日休館

○お問合せ先：高松市生涯学習センター　087-811-6222
○高松市主催事業","高松市教育委員会","11/27/2020","10:00","11/27/2020","11:30"
"526","372013","0526","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","はじめての漫画・イラスト教室","【内容】漫画の作り方、キャラクターの描き方など、プロが使っている道具を使ってアナログでの漫画制作体験が出来ます。【日時】１１月１５日(日）午後１時３０分～３時３０分【講師】高畑　聡子さん【定員】申込先着１６人【受講料】５００円【材料費】５００円【持参物】筆記用具　３０ｃｍものさし【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来観にて※月曜日休館

○お問合せ先：高松市生涯学習センター　087-811-6222
○高松市主催事業","高松市教育委員会","11/15/2020","13:30","11/15/2020","15:30"
"527","372013","0527","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","ウォーキング等における健康づくり","【内容】正しいウォーキングの姿勢、歩き方について学びます。【日時】１１月２６日(木)午後１時３０分～3時【講師】高松市健康づくり推進課職員【定員】申込先着３０人【受講料】無料【持参物】水分補給用の飲み物　※動きやすい服装と靴でお越しください。【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来館にて※月曜日休館

○お問合せ先：高松市生涯学習センター　087-811-6222
○高松市主催事業","高松市教育委員会","11/26/2020","13:30","11/26/2020","15:00"
"528","372013","0528","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","終活セミナー　エンディングノートの書き方","【内容】エンディングノートの作成方法や活用法を学び、自分の終末期の過ごし方・考えを整理整頓し周囲に知らせると共に、生活様式等を見直します。【日時】12月2日・9日・16日・23日(全４回)いずれも水曜日の午前10時～正午【講師】一般社団法人わ　ライフネット会員【定員】申込先着14人【資料代】1000円【持参物】筆記用具【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来館にて※月曜日休館

○お問合せ先：高松市生涯学習センター　087-811-6222
○高松市主催事業","高松市教育委員会","12/2/2020","10:00","12/23/2020","12:00"
"529","372013","0529","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","元気な高松創生講座","【内容】老若男女の笑顔が輝く元気な高松の創生に掲げる施策テーマから、共生のまちづくりを題材にお話しします。【日時】１１月２５日（水）午前１０時～１１時３０分、１２月１５日（火）午後２時～午後３時・１７日（木）午後２時～午後３時３０分【講師】高松市職員【定員】申込先着３０人【受講料】無料【持参物】筆記用具【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来館にて※月曜日休館

○お問合せ先：高松市生涯学習センター　087-811-6222
○高松市主催事業","高松市教育委員会","11/25/2020","10:00","12/17/2020","11:30"
"530","372013","0530","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","心と体のリフレッシュ体操","【内容】椅子に座ってできる、笑って楽しむ軽体操です。【講師】吉田静子さん（高松市コミュニティスポーツ指導員）【定員】申込先着２０人【受講料】５００円【持参物】汗拭き用タオル、水分補給の飲み物。＊動きやすい服装でお越し下さい。【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来館にて※月曜日休館

○お問合せ先：高松市生涯学習センター　087-811-6222
○高松市主催事業","高松市教育委員会","11/12/2020","13:30","11/12/2020","15:00"
"531","372013","0531","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","本のソムリエが薦める本を楽しもう！！","【内容】「本のソムリエ」が薦める本を紹介するとともに、大人が楽しむ児童文学講座や、読書の楽しみを皆さんにお話しします。【日時】１１月１３日（金）午後１時３０分～３時【講師】高松市中央図書館職員【定員】申込先着１４人【受講料】無料【持参物】筆記用具【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来館にて※月曜日休館

○お問合せ先：高松市生涯学習センター　087-811-6222
○高松市主催事業","高松市教育委員会","11/13/2020","13:30","11/13/2020","15:00"
"532","372013","0532","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","歴史に学ぶ人生の知恵③　讃岐の豪族・香西氏！","【内容】屋島合戦を契機に興り、その子孫によって名乗りを上げた讃岐の豪族・香西氏！その隆盛の頂点で、降って湧いた国家の変事や、戦国時代の荒波の中で、彼らは波乱万丈の400年を、どう生きたのだろうか？【日時】12月1日（火）午後1時30分～３時【講師】上原敏さん【定員】30人【受講料】500円【持参物】筆記用具【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来館にて※月曜日休館

○お問合せ先：高松市生涯学習センター　087-811-6222
○高松市主催事業","高松市教育委員会","12/1/2020","13:30","12/1/2020","15:00"
"533","372013","0533","香川県","高松市","片原町","11-1",,"高松市生涯学習センター","民俗への招待「さぬきのむかし語り③」","【内容】「さぬきのむかし語り」より　小豆島の昔話・仲多度郡の伝説を中心にお話します。「鬼は外福は内」「物言う亀」（小豆島）「 満濃池の竜」（満濃町）「清少納言の塚」（琴平町） 【日時】１２月４日（金）１０時～１１時３０分【講師】谷原博信さん（香川民俗学会名誉会長）【定員】１４人【受講料】５００円【持参物】筆記用具【申込方法】高松市生涯学習センターに電話（８１１−６２２２）又は御来館にて※月曜日休館

○お問合せ先：087-811-6222
○高松市主催事業","高松市教育委員会","12/4/2020","10:00","12/4/2020","11:30"
